nidutum,807
nignerum,808
nikkas,809
niku,810
nindu,811
nipištu,812
niqum,813
niru,814
nišu,815
niš,816
nišum,817
nišu,818
nitpu,819
nubazu,820
nuhatimmatum,821
nuhurtum,822
nukuššu,823
nunu,824
nurpalu,825
nussu,826
pa,827
padattum,828
pagalu,829
pagugu,830
paharum,831
pahuru,832
palahum,833
palamu,834
palaṣu,835
pslhiš,836
palum,837
pana,838
panum,839
panum,840
panum,841
panum,842
panušhu,843
papaššarri,844
paqadum,845
paqadum,846
paqidum,847
parakkum,848
parakum,849
pararum,850
parasum,851
parasu,852
parau,853
parišu,854
parru,855
paršamu,856
paru,857
pasadu,858
pasiqqu,859
paṣanum,860
pašalatti,861
pašar,862
pašarum,863
pašatum,864
pašišum,865
paštatum,866
patakkanu,867
pataritu,868
pattum,869
patarum,870
patarum,871
patuu,872
pehum,873
pelu,874
pequm,875
pertawe,876
pessutu,877
pešelu,878
petum,879
pidaranu,880
piltu,881
pirikanum,882
pišannu,883
pitqum,884
pu,885
pu,886
puhattum,887
puhukaru,888
puqqulu,889
purum,890
puššurtum,891
qa,892
qablum,893
qabum,894
qadum,895
qaalbu,896
qalum,897
qanum,898
qaqqadum,899
qaradum,900
qaritu,901
qaspu,902
qatattu,903
qatum,904
qatum,905
qerbiš,906
qerebum,907
qermu,908
qiadum,909
qinnazum,910
qišum,911
quddadu,912
qumqummatu,913
qurquru,914
raabum,915
rabašum,916
rabitum,917
rabu,918
rabu,919
ragašum,920
rai,921
rakasum,922
rakibum,923
ramanum,924
ramum,925
ramum,926
ramuttu,927
rapaštum,928
rapatu,929
rapšum,930
raqqatum,931
rasanum,932
raṣaṣu,933
rašau,934
rašum,935
rašubbum,936
ratum,937
redi,938
redum,939
redum,940
redum,941
rehum,942
rekmu,943
remu,944
requ,945
reštu,946
rešum,947
rešum,948
rešu,949
reum,950
reutum,951
riahum,952
riašum,953
ribtu,954
rigimtum,955
rihistu,956
rikibillu,957
riksum,958
rimmatum,959
rimutu,960
riqum,961
risnum,962
ritkubu,963
ritumum,964
rubu,965
rugbum,966
rukkubum,967
ruqiš,968
rusatu,969
rušum,970
rutubtu,971
saabu,972
sabsinnutu,973
sadarum,974
saddum,975
sagiikki,976
sahaptu,977
sahari,978
saharum,981
sahharum,982
sahlutu,983
sakanu,984
sakbu,985
sakrum,986
salaqqu,987
salaum,988
salimu,989
samakum,990
samarum,991
sammuhu,992
samu,993
sanaqum,994
sanaqum,995
sangu,996
santakku,997
sapaku,998
sapaku,999
sapiltu,1000
saqu,1001
sarbis,1002
sarmašum,1003
sarru,1004
sarum,1005
sasu,1006
sebu,1007
sehu,1008
sekirum,1009
sepu,1010
serremtu,1011
sianatu,1012
siggaru,1013
siken,1014
sikkatum,1015
sikmum,1016
sillatu,1017
simbatu,1018
simtum,1019
singu,1020
sinnišu,1021
sippihu,1022
sirašitum,1023
sissimtum,1024
sišabu,1025
subandu,1026
sugulluhlu,1027
suhurmašu,1028
sukkukutu,1029
sulummaum,1030
sumkuršanu,1031
sunguru,1032
supandu,1033
supuhru,1034
suraru,1035
surrum,1036
susu,1037
ṣaanu,1038
ṣabat,1039
ṣabatum,1040
ṣalamum,1041
ṣabatum,1042
ṣabatum,1043
ṣabatum,1044
ṣabaum,1045
ṣabum,1046
ṣabum,1047
ṣadu,1048
ṣahitutu,1049
ṣalbatanu,1050
ṣalmum,1051
ṣalpu,1052
ṣalu,1053
ṣamatu,1054
ṣapanu,1055
ṣapunu,1056
ṣarapum,1057
ṣararu,1058
ṣarirum,1059
